SM_Name,Customer_Name,Phone_Number
LAWRENCE AGADA,AL-HIKMA PRIMART SCHOOL,08069628581
LAWRENCE AGADA,CANON PRIVATE SCHOOL,07034515659
LAWRENCE AGADA,CHARISMA INTERNATIONAL SCHOOL,08065069398
LAWRENCE AGADA,ADONAI VINE SCHOOL,080361995286
LAWRENCE AGADA,CANAN HIGH SCHOOL,08037013873
LAWRENCE AGADA,BENVIAN INTERNATIONAL HIGH SCHOOL,08062639555
LAWRENCE AGADA,OSCATE VILLE ACADEMY,08068261509
LAWRENCE AGADA,FGC NURSERY AND PRIMARY SCHOOL,07031011007
LAWRENCE AGADA,CHRISTIAN ROYAL COLLEGE,07066701085
LAWRENCE AGADA,GRACE BEE MODEL SCHOOL,08101209014
LAWRENCE AGADA,DIYE STARLET,08165885256
LAWRENCE AGADA,ST THERESA GIRLS COLLEGE,08036110624
LAWRENCE AGADA,ST MURUMBA COLLEGE,08038276132
LAWRENCE AGADA,ST JOHN COLLEGE,08036163511
LAWRENCE AGADA,RANTYA SECONDARY SCHOOL,08062962000
LAWRENCE AGADA,ST MONICA ACADEMY,08034521665
LAWRENCE AGADA,EMMANUEL INTERNATERNATIONAL SCHOOL(PRIMARY SCHOOL,07032860352
LAWRENCE AGADA,ECWA STAFF SCHOOL,08023187066
LAWRENCE AGADA,EXCELLENCE PECULIAR YOUNGSTER INTERNATIONAL SCHOOL,08032892711
LAWRENCE AGADA,EMINENT BRIGHT SCHOOL,08065104447
LAWRENCE AGADA,BAPTIST MODEL HIGH SCHOOL,08037604941
LAWRENCE AGADA,COCIN SCHOOL,08069398694
LAWRENCE AGADA,FREEDOM INTERNATIONAL ACADEMY,070961570275
LAWRENCE AGADA,TCNN STAFF SECONDARY SCHOOL,07066551175
LAWRENCE AGADA,CHRISTUS ACADEMY,08061533676
LAWRENCE AGADA,RANTYA MODEL SCHOOL,08034031453
LAWRENCE AGADA,PLATEAU PRIVATE SCHOOL,08037001836
LAWRENCE AGADA,HILLSIDE BAPTIST ACADEMY,07036035160
LAWRENCE AGADA,TRIPLE BRAID CHRISTIAN SCHOOL,08065659376
LAWRENCE AGADA,KINGS AMBASSADOR ACADEMY,09037092140
LAWRENCE AGADA,BELIVERS HIGH SCHOOL,07037713980
LAWRENCE AGADA,ST JOHN NURSERY AND PRIMARY SCHOOL,08036163511
LAWRENCE AGADA,FOUNDERS PRIMARY AND NURSERY SCHOOL,07036797929
LAWRENCE AGADA,ST ADAMS SCHOOL,07065020108
LAWRENCE AGADA,SELMA SCHOOL,08145009418
LAWRENCE AGADA,TOTAL CHILD DEVELOPMENT SCHOOL,08060561233
LAWRENCE AGADA,ST LOUIS COLLEGE,08036385507
LAWRENCE AGADA,CSJ VOM,08038837053
LAWRENCE AGADA,COLLEGE OF MARY IMMACULATE ZAWAN,0703199104
LAWRENCE AGADA,KURU COMPREHENSIVE SECONDARY SCHOOL,08025443362
LAWRENCE AGADA,AISHA MEMORIAL PRIMARY SCHOOL,08036816656
LAWRENCE AGADA,FGC BAUCHI,09046954252
LAWRENCE AGADA,ZION HIGH INTERNATIONAL SCHOOL,08069740841
LAWRENCE AGADA,LIFE FOUNTAIN ACADEMY,08035840511
LAWRENCE AGADA,ST SAVIOUR PRIVATE SCHOOL,08034992763
LAWRENCE AGADA,GRACEVILLE CHRISTIAN SCHOOL,08034508596
LAWRENCE AGADA,ST MICHEAL SCHOOL,08061380958
LAWRENCE AGADA,COCIN PRIVATE SCHOOL RANKYENG,08091370192
LAWRENCE AGADA,BEULAVILLE CHRISTIAN ACADEMY,070630303799
LAWRENCE AGADA,CHAMPION ACADEMY,08036345258
LAWRENCE AGADA,ZIEBOK HIGH SCHOOL,07025454952
LAWRENCE AGADA,HOLY FAITH NUSERY AND PRIMARY SCHOOL,07065999088
LAWRENCE AGADA,OLF NUSERY AND PRIMARY SCHOOL,07063242354
LAWRENCE AGADA,FEDMAS CHRISTIAN ACADEMY,08137282442
LAWRENCE AGADA,FEDERAL GOVERNMENT COLLEGE JOS,08032452828
LAWRENCE AGADA,RHEMAVILLE SCHOOL,08030544156
LAWRENCE AGADA,HOSANA INTERNATIONAL SCHOOL,08032708394
LAWRENCE AGADA,UGANDA MARTYRS ACADEMY,08032857863
LAWRENCE AGADA, STARTRITE ACADEMY, 07069476277
LAWRENCE AGADA,EBOMI HIGH SCHOOL,08134648130
LAWRENCE AGADA,ST. MICHAEL PRIVATE SCHOOL,08065941494
LAWRENCE AGADA,ECWA PRIVATE SCHOOL,08064756561
LAWRENCE AGADA,EMERY SCHOOL,07036270026
LAWRENCE AGADA,SHAMROCK CHRISTAIN ACADEMY,07039232889
LAWRENCE AGADA,ST MOSES ACADEMY,08069634956
LAWRENCE AGADA,PLATEAU BAPTIST ACADEMY,08037730203
LAWRENCE AGADA,"FATIMA PRIVATE SCHOOL, JOS",08036578483
LAWRENCE AGADA,HERITAGE NURSERY SCHOOL,08146251548
LAWRENCE AGADA,GLORY TREASURE INTERNATIONAL SCHOOL,08067395481
LAWRENCE AGADA,ST MONICA COLLEGE,07038706177
LAWRENCE AGADA,OMEGA HIGH SCHOOL,08060885942
LAWRENCE AGADA,VICTORIA SALEM,08036166429
LAWRENCE AGADA,PRINCE AND PRINCESS ACADEMY JOS,07087013250
LAWRENCE AGADA,ROYAL AMBASSADOR COLLEGE,08147927311
LAWRENCE AGADA,WESTWOOD PARK ,08035044138
LAWRENCE AGADA,SETH INTERNATIONA COLLEGE,09034820747
LAWRENCE AGADA,GLORY LANDER ACADEMY,08160451599
LAWRENCE AGADA,TENDER HEART SCHOOL,08035952218
LAWRENCE AGADA,ST PIRAN ANGLICAN DAY HIGH SCHOOL,080382701368
LAWRENCE AGADA,SPRINGFIELD  GOLDEN TULIP,07067765589
LAWRENCE AGADA,HERITAGE LITTTLE LAMBS ACADEMY,08077266628
LAWRENCE AGADA,OBED-EDOM ROYAL ACADEMY,07039401648
LAWRENCE AGADA,PEAK FIELD ACADEMY,08039606362
LAWRENCE AGADA,FLEEY STREET SCHOOL INTERNATIONAL,07061673467
LAWRENCE AGADA,GOLDEN KIDS INTERNATIONAL SHRISTIAN SCHOOL,08065697356
LAWRENCE AGADA,CORONA SCHOOL,08034502728
LAWRENCE AGADA,GLORIA PATRI SCHOOL,09098957777
LAWRENCE AGADA,PEMBI ACADEMY,0803185626
LAWRENCE AGADA,TCNN STAFF PRIMARY SCHOOL,08161591588
LAWRENCE AGADA,FULL ASSURANCE ACADEMY,08080433029
LAWRENCE AGADA,ROYAL CROWN ACADEMY ,08035964234
LAWRENCE AGADA,ST BATHELOMEOS SECONDARY SCHOOL,09037894228
LAWRENCE AGADA,CORNER STONE ACADEMY JOS,09027046014
LAWRENCE AGADA,ST JOHN VIENRY SEMINARY,08036122196
LAWRENCE AGADA,CORPUS CHRISTI COMPREHENSIVE COLLEGE,08033219820
LAWRENCE AGADA,GANAKA SECONDARY SCHOOL,08039514895
LAWRENCE AGADA,SINAI SCHOOL,08035040221
LAWRENCE AGADA,SEED OF GRACE ACADEMY,08036758527
LAWRENCE AGADA,KING AND QUEEN ACADEMY,09099474489
LAWRENCE AGADA,DIVINE GRACE ACADEMY,08036083315
LAWRENCE AGADA,MIRABLE INTERNATIONAL SCHOOL,08032926120
LAWRENCE AGADA,DOLPHINE MARIA SCHOOL,08060302038
LAWRENCE AGADA,ARISTOCRATS JEWEL SCHOOL,08034550480
LAWRENCE AGADA,RWAN DAGWI ACADEMY,07058808133
MODLIN ODU,MODLIN ODU ( CASH SALES A/C ),080
MODLIN ODU,UTIBE ABASI INTERNATIONAL SCHOOL,08130430271
MODLIN ODU,BLUECHERRY ACADEMY,09131971350
MODLIN ODU,DE MONTU INTERNATIONAL SCHOOL,08160547148
MODLIN ODU,ARCHIBISHOP USANGA INTERNATIONAL NURSERY AND PRIMARY SCHOOL,07087614659
MODLIN ODU,HOLY FAMILY INTERNATIONAL SCHOOL,07038221822
MODLIN ODU,CHRIST CHOSEN SCHOOL,08059510574
MODLIN ODU,HAND MAID INTERNATIONAL SCHOOL,07064855773
MODLIN ODU,BORROMEO ACADEMY,08037020899
MODLIN ODU,FORESIGHT SCHOOL(CALABAR),08064232561
MODLIN ODU,TWO ENDS SCHOOL,08130102830
MODLIN ODU,"HOLY FAMILY NURSERY, PRIMARY AND SECONDARY SCHOOL",07034912908
MODLIN ODU,GLORIOUS ROCK FOUNDATION,08027515988
MODLIN ODU,VICTORY SCHOOL,08063270813
MODLIN ODU,GRACE CENTER SCHOOL,07069705844
MODLIN ODU,NEWMAN SCHOOL (CALABAR),07039767171
MODLIN ODU,SACRED HEART SECONDARY SCHOOL (CALABAR),08030911722
MODLIN ODU,FEDERAL GOVERNMENT COLLEGE IKOM,08035920415
MODLIN ODU,PYTHAGOREAN ACADEMY,08059737591
MODLIN ODU,GHANA HIGH SCHOOL,08105063604
MODLIN ODU,CLEMO SCHOOL,0806340882
MODLIN ODU,THE APOSTLE SCHOOL,08063176211
MODLIN ODU,JESUS CARES  SCHOOLS ,07037273165
MODLIN ODU,"VICTORY NURSERY, PRIMARY AND SECONDARY SCHOOL",07033384325
MODLIN ODU,AKIMOH SCHOOLS,08083167831
MODLIN ODU,FRIMO SCHOOL,09169751806
MODLIN ODU,BLUEBELLS SCHOOL,09019557784
MODLIN ODU,M.K.A INTERNATIONAL SCHOOL,07032475516
MODLIN ODU,EL-GIBBOR INTERNATIONAL SCHOOL,08033657563
MODLIN ODU,EAGLE VISTA ACADEMY,07032872682
MODLIN ODU,"KELVIN NSOR FOUNDATION, NURSERY AND PRIMARY",08166372079
MODLIN ODU,PAGES OF VICTORY ACADEMY,08036899774
MODLIN ODU,CHILD DEVELOPMENT CENTER,08077013363
MODLIN ODU,BRIDGE END HIGH SCHOOL,08066814980
MODLIN ODU,AUNTY HARRISON ACADEMY,09091959753/ 08039439899
MODLIN ODU,EBENZER BELLS ACADEMY,07031035630
MODLIN ODU,ST  JOSEPH CENTER FOR VISUALLY IMPAIRED PRIMARY AND SECONDARY SCHOOL,07087974616
MODLIN ODU,MURPHY ACADEMY,08066184538
MODLIN ODU,HOLY CHILD SECONDARY SCHOOL,08130185666
MTSOR JUDE,MTSOR JUDE ( CASH SALES A/C ),07038068534
MTSOR JUDE,MTSOR JUDE ( CASH SALES A/C ),08155047432
MTSOR JUDE,MTSOR JUDE ( CASH SALES A/C ),08136819202
MTSOR JUDE,NADI SCHOOL,07037694198
MTSOR JUDE,TENDER FEET SCHOOL,07036511212
MTSOR JUDE,VAATIA COLLEGE,08162513208
MTSOR JUDE,YESU-DOO SCHOOL,09041529433
MTSOR JUDE,ICON MODEL SCHOOL,07013473333
MTSOR JUDE,ALL SAINT SCHOOL,08065548968
MTSOR JUDE,CHIZLAND MODEL SCHOOL,08063057800
MTSOR JUDE,VERTEX NURSERY AND PRIMARTYV SCHOOL,08125965274
MTSOR JUDE,SUPER KIDS ACADEMY,070312333871
MTSOR JUDE,DYEGE MEMORIAL SCHOOL ,07017426585
MTSOR JUDE,LADY VICTORIA,09138099331
MTSOR JUDE,PRECIOUS SEED INTERNATIONAL ,09014651984
MTSOR JUDE,ATHANS NJURSERY AND PRIMARY SCHOOL,07036145505
MTSOR JUDE,HILDEVA IDEAL SCHOOL,08128815373
MTSOR JUDE,JEWEL MODEL SCHOOL MAKURDI,07062664419
MTSOR JUDE,VILLA ACADEMY,08065506368
MTSOR JUDE,PRINCESS ADOOMI NURSERY AND PRIMARY SCHOOL,09058229742
MTSOR JUDE,ZOE METROPOLITIAN SCHOOL,08166881407
MTSOR JUDE,RAMETI SCHOOL,08071318953
MTSOR JUDE,DEO GRASTIA SCHOOL,08021279320
MTSOR JUDE,AGGO NURSERY AND PRIMARY SCHOOL,07038068534
MTSOR JUDE,HERITAGE CREATIVITY SCHOOL,08032815764
MTSOR JUDE,CITY COLLEGE,08135795115
MTSOR JUDE,CORNER STONE ACADEMY MAKURDI,070328132222
MTSOR JUDE,FR TANSSI ACADEMY,07035783262
MTSOR JUDE,RHEMA ACADEMY,08145916099
MTSOR JUDE,FREEDOM MODEL COLLEGE,08052854294
MTSOR JUDE,JERUSALEM COVENANT COLLAGE,07033120021
MTSOR JUDE,ST JOSEPH SECONDARY SCHOOL,09037746555
MTSOR JUDE,DISCIPLE NURSERY AND PRIMARY SCHOOL,09061694675
MTSOR JUDE,ST JOHN SECONDARY SCHOOL,09064926573
MTSOR JUDE,ST PETERS SECONDARY SCHOOL,09064733095
MTSOR JUDE,ANGUS FRASER COLLEGE,08061784491
MTSOR JUDE,THOMAS LAVIN ACADEMY,0812073847
MTSOR JUDE,AUGMAT SCHOOL,08134595641
MTSOR JUDE,IPAT SCIENCE AND TECHNIACL COLLEGE,08025000301
MTSOR JUDE,ST DENIS SCHOOL,07057182907
MTSOR JUDE,THE PROMISE OF GOD INTERNATIONAL SCHOOL,08144658153
MTSOR JUDE,ROSALAC ACADEMY,08036451826
MTSOR JUDE,LEADERSHIP PREPARATORY SCHOOLS,09037919322
MTSOR JUDE,AGNES AND ANN,07065659091
MTSOR JUDE,KINGS NURSERY AND PRIMARY SCHOOL,08127812170
MTSOR JUDE,NSKT NURSERY AND PRIMARY SCHOOL,07066137335
MTSOR JUDE,GRACEPATH SCHOOL,08036574100
MTSOR JUDE,TRUST ACADEMY (BENUE),09062115104
MTSOR JUDE,SEARCH MODERN SCHOOL,08132938332
MTSOR JUDE,HOLYCITY SCHOOL,07030696850
MTSOR JUDE,SPEED DELIGHT SCHOOL MAKURDI,08103579760
MTSOR JUDE,BRIGHT STAR ACADEMY(MAKURDI),08033726670
MTSOR JUDE,LATEKON SCHOOL INTERNATIONAL,08127812170
MTSOR JUDE,FAJUDE ACADEMY,07035990410
MTSOR JUDE,AKWA SCHOOL,08067734292
MTSOR JUDE,HOLY ROSARY COLLEGE,07025740223
MTSOR JUDE,KADIS ACADEMY,080692667226
MTSOR JUDE,SAVIOUR MODEL SCHOOL,08032813900
MTSOR JUDE,STARVEALE INTERNATIONAL NURSERY AND PRIMARY SCHOOL,08060404658
MTSOR JUDE,MAKURDI INTERNATIONAL SECONDARY SCHOOL,08164136551
MTSOR JUDE,DIVINITY CARE SCHOOL,08136480000
MTSOR JUDE,INTERCONTINENTAL DEMONSTRATION SCHOOLS,09162098842
MTSOR JUDE,BENUE STATE UNIVERSITY STAFF SCHOOL,09012857742
MTSOR JUDE,FAITH INTERNATIONAL ACADEMY,07065900441
MTSOR JUDE,LATEKON SCHOOL INTERNATIONAL,08155047432
MTSOR JUDE,ST DOMINIC HIGH SCHOOL,080101288777
MTSOR JUDE,LOFTY ACADEMY,08085775670
MTSOR JUDE,INTERCONTINENTAL COLLEGE,08075410463
MTSOR JUDE,JOSPEHINE INTERNATIONAL,08964258215
MTSOR JUDE,"FEDERAL GOVERNMENT GIRLS COLEGE, GBOKO ",07068014836
MTSOR JUDE,FEDERAL GOVERNMENTCOLLEGE VANDEIKYA,09064926573
MTSOR JUDE,BAPTISIM HIGH SCHOOL,09097017349
MTSOR JUDE,SOLID FOUNDATION ACADEMY,07036125401
MTSOR JUDE,RECKONS INTERNATIONAL SCHOOLL,07032102686
MTSOR JUDE,HEART AND MIND SCHOOL,07068586624
PAULINUS NJOKU,NJOKU PAULINUS ( CASH SALES A/C ),08034257811
PAULINUS NJOKU,QUINTESSENCE MONTESSORI SCHOOL,08066460961
PAULINUS NJOKU,OPENDOOR INTERNATIONAL SCHOOL,08136458731
PAULINUS NJOKU,JOAN GIANT,07033390243
PAULINUS NJOKU,WESTERN BELLS ,08095330501
PAULINUS NJOKU,FAIR CHILD ACADEMY ,08062973979
PAULINUS NJOKU,ELITE INTERNATONA SCHOOL,09133990978
PAULINUS NJOKU,SHINING LIGHT ACADEMY,08060953145
PAULINUS NJOKU,PRAISE-EL INTERNATIONAL SCHOOL,08071001880
PAULINUS NJOKU,TAGO INTERNATIONAL SCHOOL,07038899983
PAULINUS NJOKU,PRINCE O'BHEICK INTERNATIONAL SCHOOL,08050912369
PAULINUS NJOKU,BLUEBELL MONTESSORI SCHOOL,08024936797
PAULINUS NJOKU,DE BRITISH BRIDGE SCHOOL,08037202044
PAULINUS NJOKU,NAZARETH INTERNATIONAL SCHOOL,07060802775
PAULINUS NJOKU,ROYAL BREED INTERNATIONAL SCHOOL,08109374865
PAULINUS NJOKU,MATER CHRIST HIGH SCHOOL,08037665457
PAULINUS NJOKU,INTELLECTUAL GIANT CHRISTIAN ACADEMY,07035764457
PAULINUS NJOKU,MARIA MONTESSORI CARE SCHOOL,08059407464
PAULINUS NJOKU,TEKO SCHOOL,07061449318
PAULINUS NJOKU,ST NICHOLAS EDUCATION CENTER,08164746246
PAULINUS NJOKU,TOTAL CHILD MODEL SCHOOL,08066284589
PAULINUS NJOKU,EULEX EDUCATION CENTER,08068555339
PAULINUS NJOKU,LINTEL INTERNATIONAL SCHOOL,08095479673
PAULINUS NJOKU,EDUFORTH INTERNATIONAL SCHOOL,08164192269
PAULINUS NJOKU,DE HARRY INTERNATIONAL SCHOOL,08036132641
PAULINUS NJOKU,REDEEMERS INTERNATIONAL SCHOOL( NURSERY),08102414831
PAULINUS NJOKU,KINA EDUCATION CENTER,08034009558
PAULINUS NJOKU,GOSPEL INTERNATIONAL SCHOOL,08030649172
PAULINUS NJOKU,EARLYDAYS NURSERY AND PRIMARY SCHOOL,07042458258
PAULINUS NJOKU,ARCHDEACON BROWN EDUCATION CENTER,08035429482
PAULINUS NJOKU,WOJI TOWN WORD OF FAITHCOLLEGE,08064399048
PAULINUS NJOKU,LE GRANDEUR PREPARATORY,08051111300
PAULINUS NJOKU,TOWER GATE INTERNATIONAL SCHOOL,08028262800
PAULINUS NJOKU,GENCOSTAR INTERNATIONAL SCHOOL,09050758817
PAULINUS NJOKU,DESTINYCHILD ACADEMY,08034186425
PAULINUS NJOKU,THE KIIB SCHOOL,08181323686
PAULINUS NJOKU,CREATIVE DEMONSTRATION SCHOOL,07035690638
PAULINUS NJOKU,RAREGEM INTERNATIONAL SCHOOL,08030846631
PAULINUS NJOKU,Dazzleville Int'l Sch ,08134513503
PAULINUS NJOKU,JONICE INTERNATIONAL SCHOOL,08182117849
PAULINUS NJOKU,GIANT STAR ACADEMY,08065050676
PAULINUS NJOKU,CHAMBA INTERNATIONAL SCHOOL,08064640272
PAULINUS NJOKU,WISXELL INTERNATIONAL SCHOO;,09015600015
PAULINUS NJOKU,DAYSPRING SCHOOL,08032876415
PAULINUS NJOKU,CHURCH OF GOD NURSERY AND PRIMARY SCHOOL,09066270961
PAULINUS NJOKU,KADAD INTERNATIONAL SCHOOL,08037235866
PAULINUS NJOKU,CHRYSOLITE INTERNATIONAL SCHOOL,08038848783
PAULINUS NJOKU,KINGS KIDS SCHOOL,08059575248
PAULINUS NJOKU,DIETAMS COLLEGE,07039311881
PETER ETIM,EUCHARISTIST CATHOLIC SCHOOL,08166168874
PETER ETIM,TOTS ACADEMY,08081442363
PETER ETIM,ALL SAINT ANGLICAN NURSERY AND PRIMARY SCHOOL,07031131888
PETER ETIM,NIGERIAN TULIP,07019980000
PETER ETIM,FUNTAJ ACADEMY,08088359905
PETER ETIM,LORD WILL ACADEMY,09063609506
PETER ETIM,HILLAIBASCSIDE ACADEMY,08068927105
PETER ETIM,AMERICAN INTERNATIONAL SCHOOL,08105486699
PETER ETIM,SHIEKH ABUBAKAR GUNMI ACADEMY,08065644240
PETER ETIM,MEADOW LANDS ACADEMY,0708884480
PETER ETIM,SPRING VILLE SCHOOL,08034894131
PETER ETIM,CONVENANT FOUNDATION ACADMY,08061564057
PETER ETIM,ASCEND ROYAL ACADEMY,08032850317
PETER ETIM,SURESTART HIGH SCHOOL,08035900168
PETER ETIM,SHINNING STAR SCHOOL,08033155522
PETER ETIM,ASCEND ROYAL ACADEMY,08177333024
PETER ETIM,STARTS CLOUD SCHOOL,08188994760
PETER ETIM,NEW CAPITAL SCHOOL,070334846285
PETER ETIM,SUNRISE INTERNATIONAL SCHOOL,08039292423
PETER ETIM,LEAD BRITISH SCHOOL,07033776230
PETER ETIM,GOSHEN COLLEGE (GWARINMPA),08176443539
PETER ETIM,REX CHRISTUS COLLEGE,08030858328
PETER ETIM,REEDEEMERS TEAP INTERNATIONAL SCHOOL,08069219151
PETER ETIM,SHIEK ABUBAKAR GUNMI ACADEMY,08137317273
PETER ETIM,LIFFEY VALLEY,08058525210
PETER ETIM,BLOSSOM ACADEMY,08072244444
PETER ETIM,ST ALLOYSIUS NURSERY AND PRIMARY SCHOOL,07038684743
PETER ETIM,CANDLE STICK INTERNATIONAL SCHOOL,08038931442
PETER ETIM,NURUL ARK ACADEMY,08131818238
PETER ETIM,"REGINA PACI COLLEGE, ABUJA",08032401126
PETER ETIM,"HANDMAID INTERNATIONAL SCHOOL, ABUJA",08130949690
PETER ETIM,BRIGHT MIND ACADEMY,08071014300
PETER ETIM,SUNRISE INTERNATIONAL SCHOOL,0903148000
PETER ETIM,WISEEN BRITISH SCHOOL,09090296181
PETER ETIM,SURESTART HIGH SCHOOL,0803308422
PETER ETIM,MEROSA INTERNATIONAL SCHOOL,07039009954
PETER ETIM,FIRST AGE PRIVATE SCHOOL,08051936906
PETER ETIM,ZION INTERNATIONAL SCHOOL,07038134945
PETER ETIM,LAUDABLE INTERNATIONAL SCHOOL,08138397153
PETER ETIM,TWINS SQUARE ACADEMY, 09077730635
PETER ETIM,CPC INTERNATIONAL SCHOOL,08034492409
PETER ETIM,NIGERIA DEFENSE COLLEGE STAFF SCHOOL,08033138691
PETER ETIM,GREAT BLESSING SCHOOL,081600000581
PETER ETIM,LALA BRITISH ACADEMY,08033072971
PETER ETIM,SPRING VALLEY ACADEMY,08074502838
PETER ETIM,BOSHEN ACADEMY,08067268729
PETER ETIM,"FEDERAL GOVERNMENT COLLEGE, KWALI",08065920171
PETER ETIM,"FEDERAL GOVERNMENT COLLEGE, KWALI",08032401126
PETER ETIM,ALLOYSIUS SECONDARY SCHOOL,09166465347
PETER ETIM,"STELLA MARIS NURSERY AND PRIMARY SCHOOL, ABUJA",08039519463
PETER ETIM, LORD’S WILL ACADEMY,09063609506
PETER ETIM,SHINNING STAR SCHOOL,PROPRIETRESS
PETER ETIM,DEGRACIA SCHOOL,08052589417
PETER ETIM, RARE BREED ACADEMY,07039387450
PETER ETIM, LIFFEY VALLEY SCHOOL,07085957778
PETER ETIM,"BAPTIST HIGH SCHOOL, KUBWA",08034492409
PETER ETIM,"FREEDOM INTERNATIONAL SCHOOL, KUBWA",07063153466
PETER ETIM,CPC ACADEMY,08137522425
PETER ETIM,FAITH ACADEMY (ABUJA),07035863915
PETER ETIM,KINGDOM HERITAGE MODEL SCHOOL (ABUJA),08063784410
PETER ETIM,ROYAL GATE ACADEMY,08096832723
PETER ETIM,COVENANT KIDDIES ACADEMY,08061568057
PETER ETIM,PRUDENTIAL ACADEMY,08095700591
PETER ETIM,ROYAL FAMILY,08182535981
PETER ETIM, GOSHEN ACADEMY, 07042954130
PETER ETIM,GLORIOUS VISION ACADEMY, 07038387083
PETER ETIM,MASTER PIECE ACADEMY,08164844805
PETER ETIM,ROYAL FAMILY,08187111069
PETER ETIM,POLICE DAY SECONDARY SCHOOL,08059211203
SHOBOWALE OLAREWAJU ,ATLAS COLLEGE,08068330952
SHOBOWALE OLAREWAJU ,MICDORC INTERNATIONAL SCHOOL,08140687029
SHOBOWALE OLAREWAJU ,WINTON SMART SCHOOL,08078518897
SHOBOWALE OLAREWAJU ,GREATER HEIGHT LAGOS,08088457281
SHOBOWALE OLAREWAJU ,LUDI NURSERY AND PRIMARY SCHOOL,08032383005
SHOBOWALE OLAREWAJU ,DELIGHT KINGS AND QUEEEN SCHOOL,08079864282
SHOBOWALE OLAREWAJU ,NOMEC PRIMARY/ NURSERY SCHOOL,07066639387
SHOBOWALE OLAREWAJU ,F.C.E INTERNATIONAL SCHOOL,--
SHOBOWALE OLAREWAJU ,BLESSED ASSURANCE SCHOOL,08107209182
SHOBOWALE OLAREWAJU ,GLORIOUS CHILDREN SCHOOL,08060149807
SHOBOWALE OLAREWAJU ,REDEEMED CORNERSTONE SCHOOL,08188029222
SHOBOWALE OLAREWAJU ,JIMS INTERATIONAL SCHOOL,08022441031
SHOBOWALE OLAREWAJU ,INVESTOR NURSERY AND PRIMARY SCHOOL,08144334043
SHOBOWALE OLAREWAJU ,BLOOMING GATE SCHOOL,08094556964
SHOBOWALE OLAREWAJU ,JAGUAR GROUP OF SCHOOL,08065726671
SHOBOWALE OLAREWAJU ,KOLE BEST NURSERY AND PRIMARY SCHOOL,09018029309
SHOBOWALE OLAREWAJU ,SILVERDALE SCHOOL,08062343380
SHOBOWALE OLAREWAJU ,CHILD WORLD SCHOOL,08094556964
SHOBOWALE OLAREWAJU ,PALMVILLE NURSERY AND PRIMARY SCHOOL,07033902180
SHOBOWALE OLAREWAJU ,GBOLAHUN NURSERY AND PRIMARY SCHOOL,07060652226
SHOBOWALE OLAREWAJU ,MARANATHA SCHOOLS,08034731785
SHOBOWALE OLAREWAJU ,BHS SCHOOL,08101394393
SHOBOWALE OLAREWAJU ,SILVER FOUNTAIN SCHOOL,09136162264
SHOBOWALE OLAREWAJU ,JAGULAR NURSERY AND PRIMARY SCHOOL,08033768229
SHOBOWALE OLAREWAJU ,AL-MEERATH NURSERY AND PRIMARY SCHOOL,08164911261
SHOBOWALE OLAREWAJU ,FRONT LINER SCHOOL,08023124449
SHOBOWALE OLAREWAJU ,SUREPATH NURSERY AND PRIMARY SCHOOL,081650509180
SHOBOWALE OLAREWAJU ,ANNE'S MARIE'S CHILDREN SCHOOL,08186495349
SHOBOWALE OLAREWAJU ,KINGDOM KIDDIES NURSERY AND PRIMARY SCHOOL,08027335221
SHOBOWALE OLAREWAJU ,DOMINICA COLLEGE,08030768426
SHOBOWALE OLAREWAJU ,NEWLAND ELEMENTARY SCHOOL,08032170112
SHOBOWALE OLAREWAJU ,KIDS GLORY SCHOOL,08034731785
SHOBOWALE OLAREWAJU ,LIVING SPRING NURSERY AND PRIMARY SCHOOL,09169098148
SHOBOWALE OLAREWAJU ,ST MONICA NURSERY AND PRIMARY SCHOOL (LAGOS),07081627634
SHOBOWALE OLAREWAJU ,WHYTE GATE SCHOOL,08035026333
SHOBOWALE OLAREWAJU ,APPLE ORCHAID SCHOOL,08025406431
SHOBOWALE OLAREWAJU ,RIGHTEOUS NURSERY AND PRIMARY SCHOOL,09133516095
SHOBOWALE OLAREWAJU ,ADAK PRIVATE SCHOOL,07062049873
SHOBOWALE OLAREWAJU ,CANADACE SCHOOL,09036390649
SHOBOWALE OLAREWAJU ,ODEOGBERINE SCHOOL ,09141367595
SHOBOWALE OLAREWAJU ,BINTA SCHOOL,08037129053
SHOBOWALE OLAREWAJU ,BLUE SILVER SCHOOL,08055722943
SHOBOWALE OLAREWAJU ,DEE-PHEE NURSERY AND PRIMARY SCHOOL,08135959134
SHOBOWALE OLAREWAJU ,FESBACH  SCHOOL,07064399028
SHOBOWALE OLAREWAJU ,DEE UNIQUE INTERNATIONAL SCHOOL,08030917068
SHOBOWALE OLAREWAJU ,ELIBEL SCHOOL,08060389197
SHOBOWALE OLAREWAJU ,OLIVE NURSERY AND PRIMARY SCHOOL,08030682265
SHOBOWALE OLAREWAJU ,SMAC NURSERY AND PRIMARY SCHOOL,08038012865
SHOBOWALE OLAREWAJU ,PERFECT CHILD SCHOOL,07068597360
SHOBOWALE OLAREWAJU ,D&D SCHOOL,08056063915
SHOBOWALE OLAREWAJU ,SKY KIDS SCHOOL,07035968567
SHOBOWALE OLAREWAJU ,SUMMER RAIN SCHOOL,08067666169
SHOBOWALE OLAREWAJU ,YOUNGOLD MON SCHOOL,07066814878
SHOBOWALE OLAREWAJU ,THE ROYAL CALXY ACADEMY,08022554424
